id,技能,系統,区分,Lv,名称(原文),名称(正規),読み,動作,消費,条件,対象,射程/形状,時間,抵抗,属性,効果概要,参照,拡張・適用対象,備考
613,アビスゲイザー,奈落魔法,,1,【サーチ・アビス】,サーチ・アビス,サーチアビス,▶,MP1,,全エリア(半径10km)/空間,術者/-,一瞬,必中,,範囲内の“奈落の魔域”の場所を察知する,10,素材:悪魔の血1つ/時間:1日/効果:対象を奈落の魔域が存在する場すべてに変更し、察知判定+2,
614,アビスゲイザー,奈落魔法,,1,【スピリット・ナイフ】,スピリット・ナイフ,スピリットナイフ,▶,MP3,,1体,1(10m)/射撃,一瞬,半減,精神効果,k0ダメージ,10,素材:悪魔の血1つ/アビスシャード1つ/時間:1回/効果:属性を呪いに変更しk20+魔力ダメージ、または対象を1エリア(半径3m)/5に変更,
615,アビスゲイザー,奈落魔法,,1,【メンタル・ブースト】,メンタル・ブースト,メンタルブースト,▶,MP1,,1体全,2(30m)/起点指定,3分(18R),消滅,,生命抵抗力-2、精神抵抗力+2,10,素材:悪魔の血1つ/時間:1回/効果:効果を生命抵抗力+2・精神抵抗力+2に変更,
616,アビスゲイザー,奈落魔法,,2,△【テイク・ザ・リードⅠ】,テイク・ザ・リードⅠ,テイクザリード,△,MP3,,術者,術者/-,10秒(1R),任意,,魔域内での先制判定+1,10,素材:悪魔の血1つ/時間:1回/効果:対象を1体全、射程/形状を1(10m)/起点指定に変更,
617,アビスゲイザー,奈落魔法,,2,【アビス・エクスプロール】,アビス・エクスプロール,アビスエクスプロール,▶,MP2,,術者,術者/-,1日,任意,,魔域内での「探索判定」「足跡追跡判定」「危険感知判定」「異聞見識判定」に+2,10,素材:悪魔の血1つ/時間:1日/効果:魔域内でなくても指定判定にボーナスを得る,
618,アビスゲイザー,奈落魔法,,2,【ヒーリング・イメージ】,ヒーリング・イメージ,ヒーリングイメージ,▶,MP2,,1体,1(10m)/起点指定,一瞬,任意,,対象をk0で回復,10,素材:悪魔の血1つ/アビスシャード1つ/時間:1回/1日/効果:補助動作・戦闘準備で行使可、または射程/形状を2(50m)/起点指定に変更,
619,アビスゲイザー,奈落魔法,,3,【セーフティ・ゾーン】,セーフティ・ゾーン,セーフティゾーン,▶,MP10,,1エリア(半径6m)/空間,接触/-,12時間,必中,,魔域内で安全な領域を確保する,11,素材:悪魔の血1つ/時間:1回/効果:消費MPを0に変更,
620,アビスゲイザー,奈落魔法,,3,【バッド・ハルーシネーション】,バッド・ハルーシネーション,バッドハルーシネーション,▶,MP3,,1体X,1(10m)/起点指定,3分(18R),消滅,精神効果,対象の回避力・精神抵抗力-1,11,素材:悪魔の血1つ/アビスシャード1つ/時間:3分(18ラウンド)/効果:抵抗を短縮に変更、または属性を呪いに変更,
621,アビスゲイザー,奈落魔法,,3,【ペシミズム】,ペシミズム,ペシミズム,▶,MP4,,1体X,2(30m)/起点指定,一瞬/10秒(1R),半減,精神効果,k10ダメージ、命中力、魔法行使判定-1,11,素材:悪魔の血1つ/時間:1回/効果:達成値+20,
622,アビスゲイザー,奈落魔法,,4,【オブザーベイション・オブ・アビス】,オブザーベイション・オブ・アビス,オブザーベイションオブアビス,▶,MP4,,魔域1つ,2(30m)/起点指定,10分(60R),なし,,魔域内の様子と《奈落の核》の大まかな位置を外から把握する,11,素材:悪魔の血1つ/時間:1回/効果:対象魔域の脅威度を察知する判定で達成値+20,
623,アビスゲイザー,奈落魔法,,4,【ファントム・ブラー】,ファントム・ブラー,ファントムブラー,▶,MP5,,術者,術者/-,3分(18R),必中,,対象の回避力+1,11,素材:悪魔の血1つ/時間:1回/効果:対象を1エリア(半径3m)/5に変更,
624,アビスゲイザー,奈落魔法,,5,⏩【ファスト・ペイン】,ファスト・ペイン,ファストペイン,⏩,MP2,,1体,1(10m)/起点指定,一瞬,必中,呪い,「1」点ダメージ,12,素材:悪魔の血1つ/時間:10秒(1ラウンド)/効果:消費MP3。属性を雷・純エネルギー・断空・衝撃から選択可能,
625,アビスゲイザー,奈落魔法,,5,【インビジブル・ストレージ】,インビジブル・ストレージ,インビジブルストレージ,▶,MP5,,物体1つ,接触/-,永続,なし,,物体を魔域内から出し入れする,12,素材:悪魔の血1つ/アビスシャード1つ/時間:永続/1回/効果:既に収納済みの物体も対象可、または補助動作で収納・取り出し可,
626,アビスゲイザー,奈落魔法,,5,【テンポラリィ・リージョン】,テンポラリィ・リージョン,テンポラリィリージョン,▶,MP11,,全エリア(半径30m)/空間,術者/-,10秒(1R),必中,,短時間だけ魔域と同じ環境にする,12,素材:アビスシャード1つ/時間:1回/効果:補助動作または戦闘準備タイミングで行使可,
627,アビスゲイザー,奈落魔法,,6,【バーチャル・フレンド】,バーチャル・フレンド,バーチャルフレンド,▶,MP12,,1体全,1(10m)/起点指定,3分(18R),消滅,精神効果,術者を親しい友人だと思いこませる,12,素材:悪魔の血1つ/時間:1回/効果:時間を1時間に変更,
628,アビスゲイザー,奈落魔法,,6,【リフレッシュ・イメージ】,リフレッシュ・イメージ,リフレッシュイメージ,▶,MP4,,1体,2(30m)/起点指定,一瞬,消滅,,対象をk20で回復,12,素材:悪魔の血晶1つ/アビスシャード1つ/時間:1回/効果:補助動作・戦闘準備で行使可、またはkを40に変更,
629,アビスゲイザー,奈落魔法,,7,【アビス・ヴォーテックス】,アビス・ヴォーテックス,アビスヴォーテックス,▶,MP10,,任意の地点,2(30m)/貫通,一瞬,半減,特殊,k30ダメージ,13,素材:悪魔の血晶1つ/時間:1回/効果:属性決定の1dを2回振り、双方を適用,
630,アビスゲイザー,奈落魔法,,7,【センド・フロム・アビス】,センド・フロム・アビス,センドフロムアビス,▶,MP8,,物体1つ、または、1体,接触/-,永続,任意,,他者を魔域から脱出させる,13,素材:悪魔の血晶1つ/アビスシャード1つ/時間:1回/効果:脱出後に魔域へ再侵入可能、または術者自身も対象可,
631,アビスゲイザー,奈落魔法,,8,⏩△【アイデアル・コスチューム】,アイデアル・コスチューム,アイデアルコスチューム,⏩△,MP6,,術者,術者/-,一瞬,任意,,瞬時に装備を変更する,13,素材:悪魔の血晶1つ/時間:1回/効果:対象を1体X、射程/形状を1(10m)/起点指定に変更,
632,アビスゲイザー,奈落魔法,,8,【オートノミー・シールド】,オートノミー・シールド,オートノミーシールド,▶,MP5,,術者,術者/-,3分(18R),任意,,一定のダメージを防ぐ魔法の盾を作製する,13,素材:悪魔の血晶1つ/アビスシャード1つ/時間:1回/効果:対象を1体・射程2(30m)に変更、または1日1回制限を無視,
633,アビスゲイザー,奈落魔法,,9,△【テイク・ザ・リードⅡ】,テイク・ザ・リードⅡ,テイクザリード,△,MP9,,術者,術者/-,10秒(1R),任意,,魔域内での先制判定+2,14,素材:悪魔の血晶1つ/時間:1回/効果:対象を1体全、射程/形状を1(10m)/起点指定に変更,
634,アビスゲイザー,奈落魔法,,9,【ミアズマ・グレネード】,ミアズマ・グレネード,ミアズマグレネード,▶,MP9,,1エリア(半径4m)/10,2(30m)/起点指定,一瞬,半減,毒,k20ダメージ,14,素材:悪魔の血晶1つ/時間:1回/効果:消費MP12、属性を炎に変更しk40+魔力ダメージ,
635,アビスゲイザー,奈落魔法,,10,【イモータル・イメージ】,イモータル・イメージ,イモータルイメージ,▶,MP14,,1体,1(10m)/起点指定,一瞬/10秒(1R),任意,,「k40+魔力」点回復し、抵抗力判定に+4,14,素材:大悪魔の血晶1つ/アビスシャード1つ/時間:1回/効果:回復量をk70+魔力に変更、または消費MP7・射程2(50m)に変更,
636,アビスゲイザー,奈落魔法,,10,【センス・アビス】,センス・アビス,センスアビス,▶,MP10,,全エリア(半径30m)/空間,術者/-,6時間,必中,,魔域内で「観察判定」「知識判定」+4,14,素材:悪魔の血晶1つ/時間:1回/効果:指定された判定以外でも+4のボーナスを得る,
637,アビスゲイザー,奈落魔法,,11,【アビス・リープ】,アビス・リープ,アビスリープ,▶,MP20,,任意の地点,1(10m)/起点指定,一瞬,必中,,魔域内で指定した地点に転移する,15,素材:悪魔の血晶1つ/アビスシャード1つ/時間:1回/効果:転移後ペナルティなし、または補助動作・制限移動後に行使可,
638,アビスゲイザー,奈落魔法,,11,【スラッシュ・イメージ】,スラッシュ・イメージ,スラッシュイメージ,▶,MP9,,1体,1(10m)/起点指定,一瞬,半減,断空,k40ダメージ,15,素材:悪魔の血晶1つ/アビスシャード1つ/時間:1回/効果:射程を2(50m)にしk60、または魔法拡大すべてを適用可,
639,アビスゲイザー,奈落魔法,,12,【アビス・コリドー】,アビス・コリドー,アビスコリドー,▶,MP16,,接触点,接触/-,10分(60R),なし,,魔域どうしを渡る回廊を作る,15,素材:大悪魔の血晶1つ/時間:1回/効果:時間を永続に変更,
640,アビスゲイザー,奈落魔法,,12,【アビス・レギオン】,アビス・レギオン,アビスレギオン,▶,MP14,,術者,術者/-,3分(18R),必中,,魔域内で命中力+2、与えるダメージも+2,15,素材:大悪魔の血晶1つ/アビスシャード1つ/時間:1回/効果:抵抗力+2・被物理/魔法ダメージ-2、または対象を1エリア(半径6m)/20に変更,
641,アビスゲイザー,奈落魔法,,13,【アビス・ストーム】,アビス・ストーム,アビスストーム,▶,MP18,,1エリア(半径6m)/20,2(30m)/起点指定,一瞬,半減,特殊,k50ダメージ,16,素材:大悪魔の血晶1つ/アビスシャード1つ/時間:1回/効果:属性決定の1dを2回振り双方適用、または与えるダメージ減少を7点に変更,
642,アビスゲイザー,奈落魔法,,13,【インスタント・リージョン】,インスタント・リージョン,インスタントリージョン,▶,MP22,,全エリア(半径30m)/空間,術者/-,3分(18R),必中,,一時的に魔域と同じ環境にする,16,素材:大悪魔の血晶1つ/時間:1回/効果:補助動作または戦闘準備タイミングで行使可,
643,アビスゲイザー,奈落魔法,,13,【インフィニティ・サークル】,インフィニティ・サークル,インフィニティサークル,▶,MP30,,1エリア(半径5m)/空間,接触/-,3分(18R),必中,,奈落魔法の消費を軽減し、効果を強化する空間を作製する,16,素材:大悪魔の血晶1つ/アビスシャード1つ/時間:1回/効果:対象を全エリア(半径30m)/空間に変更、または消費MP1で補助動作・戦闘準備可,
644,アビスゲイザー,奈落魔法,,14,【ブリザード・シャロウアビス】,ブリザード・シャロウアビス,ブリザードシャロウアビス,▶,MP30,,魔域1つ,術者/-,1日,なし,,魔域への出入りを封じる,16,素材:大悪魔の結晶1つ/時間:1回/効果:死者を効果対象から除外し、達成値+10,
645,アビスゲイザー,奈落魔法,,14,【リコール・ソウル】,リコール・ソウル,リコールソウル,▶,MP20,,接触点,接触/-,永続,任意,,魔域内での死者の魂を呼び寄せる,16,素材:大悪魔の血晶1つ/時間:1回/効果:抵抗を消滅に変更し、強制的に魂を呼び寄せる,
646,アビスゲイザー,奈落魔法,,15,【エクスキューション】,エクスキューション,エクスキューション,▶,MP50,,《奈落の核》1つ,2(50m)/起点指定,一瞬,必中,,《奈落の核》を破壊する,17,素材:大悪魔の血晶1つ/時間:1回/効果:任意の時刻を指定して奈落の核を破壊,
647,アビスゲイザー,奈落魔法,,15,【フルフィルメント】,フルフィルメント,フルフィルメント,▶,MP50,,接触点,接触/-,永続,なし,,“奈落の魔域”を作製する,17,素材:大悪魔の血晶1つ/時間:1回/効果:指定したキャラクターに魔域への出入りを許可,
648,ソーサラー,真語魔法,小魔法,1,【サーチ・イレギュラー】,サーチ・イレギュラー,サーチイレギュラー,▶,MP4,,特殊,接触/-,一瞬,必中,,判別の付きにくい複数の物体の中から、最も異なるひとつを見つける,MA-147,,
649,ソーサラー,真語魔法,小魔法,1,【リコール・メモリーズ】,リコール・メモリーズ,リコールメモリーズ,▶,MP3,,1体全,接触/-,一瞬,任意,精神効果,対象が忘れている記憶を思い出させる,MA-147,,
650,コンジャラー,操霊魔法,小魔法,1,【ウェイト・ペンデュラム】,ウェイト・ペンデュラム,ウェイトペンデュラム,▶,MP4,,術者,術者/-,1分(6R),任意,,効果時間中にそれぞれの手で持った2つの物体の重さを比較する,MA-147,,
651,コンジャラー,操霊魔法,小魔法,1,【ホール・シューティング】,ホール・シューティング,ホールシューティング,▶,MP3,,1体全,接触/-,10秒(1R),任意,,動かない穴や台座に対して投擲を行った場合必中となる,MA-147,,
652,コンジャラー,操霊魔法,小魔法,1,【ボーン・ギャザリング】,ボーン・ギャザリング,ボーンギャザリング,▶,MP2,,死体1つ,接触/-,一瞬,必中,,死体から骨を抜き取り、採集する,MA-147,,
653,コンジャラー,操霊魔法,小魔法,1,【リプロデュース・メモラビア】,リプロデュース・メモラビア,リプロデュースメモラビア,▶,MP2,,術者,術者/-,一瞬/3分(18R),任意,,術者の手に思い出の品を作り出す,MA-148,,
654,コンジャラー,操霊魔法,小魔法,3,【グロウス・アイブロウ】,グロウス・アイブロウ,グロウスアイブロウ,▶,MP2,,1体全,2(30m)/起点指定,6時間,消滅,呪い,眉毛が伸び続ける,MA-148,,
655,プリースト,神聖魔法,小魔法,1,【ワーシップ】,ワーシップ,ワーシップ,▶,MP2,,1体,1(10m)/起点指定,一瞬,消滅,精神効果(弱),対象の膝を曲げ、礼拝の姿勢にさせる,MA-148,,
656,プリースト,神聖魔法,小魔法,2,【ディバイド・ホーリーシンボル】,ディバイド・ホーリーシンボル,ディバイドホーリーシンボル,▶,MP20,,物体1つ,接触/-,1日,なし,,術者の聖印を複製し、祝福を与える,MA-148,,
657,マギテック,魔動機術,小魔法,1,【ハートレートチェッカー】,ハートレートチェッカー,ハートレートチェッカー,▶,MP1,マギスフィア小,1体全,1(10m)/起点指定,一瞬,必中,,対象の体温と心拍数を測定する,MA-148,,
